trial,universe,n_assets,T_in,iter,es95,l1_step,note
173,reit,16,285,-1,,,ValueError: all target probabilities must be positive
174,reit,17,350,0,-0.03342974573097101,nan,
174,reit,17,350,1,-0.03241105737715582,0.4134510566376764,
174,reit,17,350,2,-0.030363511003768807,0.434326171875,
174,reit,17,350,3,-0.02808571405731375,0.358154296875,
174,reit,17,350,-1,,,ValueError: all target probabilities must be positive
175,sp500,27,297,0,-0.023529192256318204,nan,
175,sp500,27,297,1,-0.022339046081542968,0.3422458823298156,
175,sp500,27,297,2,-0.021321523847307476,0.3341064453125,
175,sp500,27,297,3,-0.020891326904296875,0.2835693359375,
175,sp500,27,297,-1,,,ValueError: all target probabilities must be positive
176,reit,18,356,0,-0.02010446858773802,nan,
176,reit,18,356,1,-0.02053198523643906,0.17410237742291151,
176,reit,18,356,2,-0.021136079478890093,0.198486328125,
176,reit,18,356,3,-0.021759987084599343,0.208984375,
176,reit,18,356,4,-0.022347408865981883,0.19921875,
176,reit,18,356,5,-0.022841445206266454,0.1702880859375,
176,reit,18,356,6,-0.02323847686870472,0.149658203125,
176,reit,18,356,-1,,,ValueError: all target probabilities must be positive
177,reit,14,731,0,-0.013292741583402752,nan,
177,reit,14,731,1,-0.012926498505605052,0.33134943211756374,
177,reit,14,731,2,-0.013544653321083025,0.431884765625,
177,reit,14,731,3,-0.014451919675025805,0.378173828125,
177,reit,14,731,4,-0.015118637712384106,0.2547607421875,
177,reit,14,731,-1,,,ValueError: all target probabilities must be positive
178,sp500,31,514,0,-0.012663199951719245,nan,
178,sp500,31,514,1,-0.012775563982282365,0.3320762621081606,
178,sp500,31,514,2,-0.012834861162458147,0.30615234375,
178,sp500,31,514,3,-0.012935260454450334,0.259521484375,
178,sp500,31,514,-1,,,ValueError: all target probabilities must be positive
179,sp500,14,587,0,-0.03184625414095125,nan,
179,sp500,14,587,1,-0.03846263865443638,0.29238806839531584,
179,sp500,14,587,2,-0.047084492318289616,0.26171875,
179,sp500,14,587,3,-0.054835978114536825,0.197021484375,
179,sp500,14,587,4,-0.06011429163469587,0.137939453125,
179,sp500,14,587,5,-0.06319770622035435,0.087158203125,
179,sp500,14,587,-1,,,ValueError: all target probabilities must be positive
180,reit,25,394,0,-0.019113606764265576,nan,
180,reit,25,394,1,-0.01714767067615408,0.5402345044416182,
180,reit,25,394,2,-0.01752348286781343,0.46923828125,
180,reit,25,394,3,-0.019040162675871917,0.3076171875,
180,reit,25,394,-1,,,ValueError: all target probabilities must be positive
181,reit,24,349,0,-0.01047970821417949,nan,
181,reit,24,349,1,-0.009946803521619614,0.33213450913317943,
181,reit,24,349,2,-0.010516802233724412,0.2984619140625,
181,reit,24,349,3,-0.01192076699121869,0.2080078125,
181,reit,24,349,-1,,,ValueError: all target probabilities must be positive
182,reit,15,727,0,-0.021762150232847055,nan,
182,reit,15,727,1,-0.021576974406504017,0.42990650818674453,
182,reit,15,727,2,-0.02197734061827342,0.5374755859375,
182,reit,15,727,3,-0.02289214616176741,0.4051513671875,
182,reit,15,727,-1,,,ValueError: all target probabilities must be positive
183,sp500,36,578,0,-0.021163825574837397,nan,
183,sp500,36,578,1,-0.020387996311732704,0.27689740615069747,
183,sp500,36,578,2,-0.020067727652413502,0.27978515625,
183,sp500,36,578,3,-0.020187654209681917,0.234130859375,
183,sp500,36,578,-1,,,ValueError: all target probabilities must be positive
184,sp500,13,564,0,-0.01942469325321578,nan,
184,sp500,13,564,1,-0.018971397644042966,0.22471048285965217,
184,sp500,13,564,2,-0.019291716796875,0.18603515625,
184,sp500,13,564,3,-0.01998564064243862,0.1617431640625,
184,sp500,13,564,-1,,,ValueError: all target probabilities must be positive
185,reit,19,692,0,-0.01645148065806094,nan,
185,reit,19,692,1,-0.016447658136121802,0.25934589730987995,
185,reit,19,692,2,-0.016774121292304465,0.3958740234375,
185,reit,19,692,3,-0.017975135113595192,0.479248046875,
185,reit,19,692,-1,,,ValueError: all target probabilities must be positive
186,reit,24,580,0,-0.022022623267929208,nan,
186,reit,24,580,1,-0.02094814496261626,0.3962853217430581,
186,reit,24,580,2,-0.019976367673011364,0.42822265625,
186,reit,24,580,3,-0.01959700677936917,0.353271484375,
186,reit,24,580,-1,,,ValueError: all target probabilities must be positive
187,reit,18,340,0,-0.01041449555272138,nan,
187,reit,18,340,1,-0.010071261038018336,0.16879909642266844,
187,reit,18,340,2,-0.009805516172361075,0.18310546875,
187,reit,18,340,3,-0.009923212575128635,0.1837158203125,
187,reit,18,340,4,-0.01029119975053017,0.17919921875,
187,reit,18,340,-1,,,ValueError: all target probabilities must be positive
188,reit,19,637,0,-0.021817513534613496,nan,
188,reit,19,637,1,-0.020819413944057952,0.40515632494678455,
188,reit,19,637,2,-0.020831166995129546,0.3800048828125,
188,reit,19,637,3,-0.021766640257750738,0.263916015625,
188,reit,19,637,-1,,,ValueError: all target probabilities must be positive
189,sp500,25,343,0,-0.02411683593126415,nan,
189,sp500,25,343,1,-0.023121231802804128,0.2243046398735906,
189,sp500,25,343,2,-0.022859479954310823,0.21337890625,
189,sp500,25,343,3,-0.023206961312430243,0.19970703125,
189,sp500,25,343,4,-0.023883065848214285,0.191650390625,
189,sp500,25,343,5,-0.024710502423967638,0.184326171875,
189,sp500,25,343,-1,,,ValueError: all target probabilities must be positive
190,sp500,20,324,0,-0.022368611492623685,nan,
190,sp500,20,324,1,-0.02226421209716797,0.1470737072704593,
190,sp500,20,324,2,-0.02225296461704799,0.1514892578125,
190,sp500,20,324,3,-0.022360265511648995,0.155517578125,
190,sp500,20,324,4,-0.022570484645298546,0.1480712890625,
190,sp500,20,324,5,-0.022848511648995533,0.13232421875,
190,sp500,20,324,6,-0.0231179129725865,0.1151123046875,
190,sp500,20,324,7,-0.023383932041713164,0.1011962890625,
190,sp500,20,324,8,-0.023606185189383372,0.0850830078125,
191,sp500,12,311,0,-0.028096981812461123,nan,
191,sp500,12,311,1,-0.02837321119035993,0.13168933788408227,
191,sp500,12,311,2,-0.0287730094430106,0.1239013671875,
191,sp500,12,311,3,-0.029400593549455917,0.1202392578125,
191,sp500,12,311,4,-0.029903643484933035,0.109130859375,
191,sp500,12,311,5,-0.030402220319475447,0.08984375,
191,sp500,12,311,6,-0.03069721409388951,0.0767822265625,
191,sp500,12,311,-1,,,ValueError: all target probabilities must be positive
192,sp500,17,643,0,-0.01870266260201591,nan,
192,sp500,17,643,1,-0.017617704537527902,0.251228322411463,
192,sp500,17,643,2,-0.01623407483782087,0.2840576171875,
192,sp500,17,643,3,-0.0149347451171875,0.34521484375,
192,sp500,17,643,-1,,,ValueError: all target probabilities must be positive
193,reit,18,650,0,-0.025136021330505073,nan,
193,reit,18,650,1,-0.024655351111761196,0.3371799268238239,
193,reit,18,650,2,-0.023717882678910073,0.4620361328125,
193,reit,18,650,3,-0.02304709021320342,0.4420166015625,
193,reit,18,650,-1,,,ValueError: all target probabilities must be positive
194,sp500,27,535,0,-0.025714994010335133,nan,
194,sp500,27,535,1,-0.024755515625000002,0.21939605769938922,
194,sp500,27,535,2,-0.02381834078543527,0.2132568359375,
194,sp500,27,535,3,-0.023218290910993304,0.1923828125,
194,sp500,27,535,4,-0.022566165501185825,0.173583984375,
194,sp500,27,535,5,-0.02240536962018694,0.164794921875,
194,sp500,27,535,-1,,,ValueError: all target probabilities must be positive
195,sp500,13,342,0,-0.025639131560758675,nan,
195,sp500,13,342,1,-0.023698006879534043,0.19314955138492487,
195,sp500,13,342,2,-0.022058402596609936,0.189697265625,
195,sp500,13,342,3,-0.020960164088657925,0.1719970703125,
195,sp500,13,342,4,-0.020236481392996653,0.138671875,
195,sp500,13,342,5,-0.019770667724609375,0.11669921875,
195,sp500,13,342,-1,,,ValueError: all target probabilities must be positive
196,sp500,33,629,0,-0.023887629520231844,nan,
196,sp500,33,629,1,-0.025000008074079236,0.5229781681435377,
196,sp500,33,629,2,-0.02655335589599609,0.32080078125,
196,sp500,33,629,-1,,,ValueError: all target probabilities must be positive
197,sp500,24,273,0,-0.019766331648300717,nan,
197,sp500,24,273,1,-0.019938946393694198,0.3726700712190898,
197,sp500,24,273,2,-0.02147221981375558,0.3232421875,
197,sp500,24,273,3,-0.024047545950753344,0.2564697265625,
197,sp500,24,273,-1,,,ValueError: all target probabilities must be positive
198,sp500,27,609,0,-0.028980174402726464,nan,
198,sp500,27,609,1,-0.02705483850969587,0.18946310909939154,
198,sp500,27,609,2,-0.025452585702078683,0.2076416015625,
198,sp500,27,609,3,-0.024241529898507252,0.2044677734375,
198,sp500,27,609,4,-0.02336797411237444,0.1876220703125,
198,sp500,27,609,5,-0.02292734909493583,0.162353515625,
198,sp500,27,609,-1,,,ValueError: all target probabilities must be positive
199,sp500,13,522,0,-0.01309887983154681,nan,
199,sp500,13,522,1,-0.013448798217773438,0.14161635045512302,
199,sp500,13,522,2,-0.01393247181919643,0.1783447265625,
199,sp500,13,522,3,-0.014443236092703681,0.2049560546875,
199,sp500,13,522,4,-0.014976175153459819,0.223876953125,
199,sp500,13,522,5,-0.015651167977469304,0.22412109375,
199,sp500,13,522,6,-0.016416592485700335,0.200439453125,
199,sp500,13,522,-1,,,ValueError: all target probabilities must be positive
200,sp500,32,617,0,-0.023234402193007892,nan,
200,sp500,32,617,1,-0.022753356157575337,0.48641657404659155,
200,sp500,32,617,2,-0.025366554896763396,0.48779296875,
200,sp500,32,617,3,-0.02823562969098772,0.3389892578125,
200,sp500,32,617,-1,,,ValueError: all target probabilities must be positive
201,sp500,27,406,0,-0.01539669425524672,nan,
201,sp500,27,406,1,-0.014883394313267297,0.21839138756740795,
201,sp500,27,406,2,-0.014899103559221541,0.2322998046875,
201,sp500,27,406,3,-0.015385411647251672,0.2239990234375,
201,sp500,27,406,4,-0.015914652003696985,0.212890625,
201,sp500,27,406,-1,,,ValueError: all target probabilities must be positive
202,sp500,30,368,0,-0.016390719468713403,nan,
202,sp500,30,368,1,-0.017642017124720983,0.247229963228216,
202,sp500,30,368,2,-0.020160932364327564,0.2423095703125,
202,sp500,30,368,3,-0.02314488874162946,0.2216796875,
202,sp500,30,368,4,-0.026569502790178567,0.2122802734375,
202,sp500,30,368,-1,,,ValueError: all target probabilities must be positive
203,reit,19,391,0,-0.0208607520804319,nan,
203,reit,19,391,1,-0.019701626491051807,0.45648335889190345,
203,reit,19,391,2,-0.020440075807709922,0.4127197265625,
203,reit,19,391,3,-0.021504761975863294,0.2523193359375,
203,reit,19,391,-1,,,ValueError: all target probabilities must be positive
204,sp500,12,412,0,-0.020292454708682597,nan,
204,sp500,12,412,1,-0.019135008178710937,0.16120594754412904,
204,sp500,12,412,2,-0.018516979875837055,0.1741943359375,
204,sp500,12,412,3,-0.018074634024483817,0.1875,
204,sp500,12,412,4,-0.017851113194056918,0.18701171875,
204,sp500,12,412,5,-0.017790498866489958,0.1712646484375,
204,sp500,12,412,6,-0.01782626504080636,0.15380859375,
204,sp500,12,412,-1,,,ValueError: all target probabilities must be positive
205,sp500,36,440,0,-0.01178776457153197,nan,
205,sp500,36,440,1,-0.01175968355887277,0.2642624127775772,
205,sp500,36,440,2,-0.012291334760393414,0.265380859375,
205,sp500,36,440,3,-0.012995163007463728,0.2459716796875,
205,sp500,36,440,4,-0.01355908798653739,0.1876220703125,
205,sp500,36,440,-1,,,ValueError: all target probabilities must be positive
206,reit,22,381,0,-0.014910974561460585,nan,
206,reit,22,381,1,-0.013868788877255758,0.48302328157406127,
206,reit,22,381,2,-0.01567176530894864,0.5086669921875,
206,reit,22,381,-1,,,ValueError: all target probabilities must be positive
207,reit,12,431,0,-0.03533687469025809,nan,
207,reit,12,431,1,-0.03256902411719273,0.5797526826103976,
207,reit,12,431,2,-0.03194820498855249,0.424072265625,
207,reit,12,431,-1,,,ValueError: all target probabilities must be positive
208,sp500,22,695,0,-0.010771086939947374,nan,
208,sp500,22,695,1,-0.010965009338378908,0.18518528326177827,
208,sp500,22,695,2,-0.011209585632324218,0.1922607421875,
208,sp500,22,695,3,-0.011531152012416295,0.183837890625,
208,sp500,22,695,4,-0.012169662501743863,0.1649169921875,
208,sp500,22,695,5,-0.012767044494628904,0.1463623046875,
208,sp500,22,695,-1,,,ValueError: all target probabilities must be positive
209,reit,18,420,0,-0.015561354703244873,nan,
209,reit,18,420,1,-0.015147514927093106,0.3823007227214101,
209,reit,18,420,2,-0.016357615310681018,0.4864501953125,
209,reit,18,420,3,-0.01960506213786668,0.4019775390625,
209,reit,18,420,-1,,,ValueError: all target probabilities must be positive
210,sp500,23,657,0,-0.01711165263236813,nan,
210,sp500,23,657,1,-0.01693286141531808,0.23203795713529896,
210,sp500,23,657,2,-0.016892105268205917,0.2244873046875,
210,sp500,23,657,3,-0.01731954826136998,0.2127685546875,
210,sp500,23,657,-1,,,ValueError: all target probabilities must be positive
211,sp500,20,713,0,-0.013530962611855333,nan,
211,sp500,20,713,1,-0.013118635541643416,0.14241786868479306,
211,sp500,20,713,2,-0.01279082359967913,0.142578125,
211,sp500,20,713,3,-0.012559434814453126,0.135986328125,
211,sp500,20,713,4,-0.012415596662248883,0.1202392578125,
211,sp500,20,713,5,-0.012522353890555244,0.1063232421875,
211,sp500,20,713,6,-0.01282362913295201,0.1083984375,
211,sp500,20,713,7,-0.013184500287737167,0.10009765625,
211,sp500,20,713,-1,,,ValueError: all target probabilities must be positive
212,sp500,12,286,0,-0.02147768649487657,nan,
212,sp500,12,286,1,-0.022176166442871095,0.3857548876695843,
212,sp500,12,286,2,-0.024945093462262837,0.4334716796875,
212,sp500,12,286,3,-0.027360972769601005,0.3441162109375,
212,sp500,12,286,-1,,,ValueError: all target probabilities must be positive
213,sp500,20,609,0,-0.02715939769238929,nan,
213,sp500,20,609,1,-0.028063184509277344,0.2607752538637231,
213,sp500,20,609,2,-0.03104521949986049,0.2281494140625,
213,sp500,20,609,3,-0.03410102291434152,0.204833984375,
213,sp500,20,609,4,-0.03732419117082868,0.1861572265625,
213,sp500,20,609,-1,,,ValueError: all target probabilities must be positive
214,reit,23,514,0,-0.02364517965886696,nan,
214,reit,23,514,1,-0.022809130375819598,0.690971967894201,
214,reit,23,514,2,-0.023467013147344094,0.4327392578125,
214,reit,23,514,-1,,,ValueError: all target probabilities must be positive
215,reit,12,682,0,-0.02721810815270141,nan,
215,reit,12,682,1,-0.026556703102620677,0.631551926006882,
215,reit,12,682,2,-0.027547504900892972,0.4012451171875,
215,reit,12,682,-1,,,ValueError: all target probabilities must be positive
216,sp500,17,744,0,-0.033436159303401894,nan,
216,sp500,17,744,1,-0.03245470358712333,0.16185122855366402,
216,sp500,17,744,2,-0.03160643502371652,0.151611328125,
216,sp500,17,744,3,-0.031070924002511158,0.1265869140625,
216,sp500,17,744,4,-0.031043704057965964,0.115478515625,
216,sp500,17,744,5,-0.031194768397739953,0.12255859375,
216,sp500,17,744,-1,,,ValueError: all target probabilities must be positive
217,reit,23,489,0,-0.024038890024258765,nan,
217,reit,23,489,1,-0.023177590878961873,0.5038773789380594,
217,reit,23,489,2,-0.022986457211150408,0.4454345703125,
217,reit,23,489,3,-0.023035063371144256,0.2847900390625,
217,reit,23,489,-1,,,ValueError: all target probabilities must be positive
218,reit,20,605,0,-0.01445327232740413,nan,
218,reit,20,605,1,-0.013764306717623956,0.346078587923667,
218,reit,20,605,2,-0.013278037724647031,0.3807373046875,
218,reit,20,605,3,-0.013405522449210106,0.3087158203125,
218,reit,20,605,-1,,,ValueError: all target probabilities must be positive
219,reit,21,340,0,-0.04087320917126482,nan,
219,reit,21,340,1,-0.04026245035370534,0.5823369711649339,
219,reit,21,340,2,-0.039714434425128266,0.512939453125,
219,reit,21,340,3,-0.039875252131407975,0.2852783203125,
219,reit,21,340,-1,,,ValueError: all target probabilities must be positive
220,reit,16,715,0,-0.01187796049096057,nan,
220,reit,16,715,1,-0.01179875732577808,0.2482051528138478,
220,reit,16,715,2,-0.012324239718364022,0.2900390625,
220,reit,16,715,3,-0.01368196289081973,0.2852783203125,
220,reit,16,715,4,-0.014959189359620163,0.2607421875,
220,reit,16,715,5,-0.01590302735816804,0.202880859375,
220,reit,16,715,6,-0.016589498969667733,0.152587890625,
220,reit,16,715,-1,,,ValueError: all target probabilities must be positive
221,sp500,28,480,0,-0.009466713717272549,nan,
221,sp500,28,480,1,-0.009567227164132256,0.2367422964711909,
221,sp500,28,480,2,-0.009868093200683593,0.24267578125,
221,sp500,28,480,3,-0.010246130894252232,0.233154296875,
221,sp500,28,480,-1,,,ValueError: all target probabilities must be positive
222,sp500,21,322,0,-0.016961711718540846,nan,
222,sp500,21,322,1,-0.016918370727539062,0.2291733021465949,
222,sp500,21,322,2,-0.018025035191127227,0.2430419921875,
222,sp500,21,322,-1,,,ValueError: all target probabilities must be positive
223,sp500,14,630,0,-0.01640000586929773,nan,
223,sp500,14,630,1,-0.015917039202008928,0.1669869345105624,
223,sp500,14,630,2,-0.015512520943777901,0.1707763671875,
223,sp500,14,630,3,-0.015181278625488282,0.1749267578125,
223,sp500,14,630,4,-0.01516916241455078,0.168701171875,
223,sp500,14,630,5,-0.015322259303501673,0.1519775390625,
223,sp500,14,630,6,-0.01560889612688337,0.1270751953125,
223,sp500,14,630,7,-0.015780918064662385,0.1046142578125,
223,sp500,14,630,-1,,,ValueError: all target probabilities must be positive
224,sp500,18,310,0,-0.016038963411172388,nan,
224,sp500,18,310,1,-0.016825468828473772,0.20030554028743755,
224,sp500,18,310,2,-0.017790728855678013,0.2293701171875,
224,sp500,18,310,3,-0.018736748866489954,0.25048828125,
224,sp500,18,310,4,-0.019570242405482698,0.2274169921875,
224,sp500,18,310,5,-0.020224088073730467,0.195068359375,
224,sp500,18,310,-1,,,ValueError: all target probabilities must be positive
225,reit,25,506,0,-0.030167357729345562,nan,
225,reit,25,506,1,-0.029255846014197614,0.4514114110826395,
225,reit,25,506,2,-0.028551415482717675,0.3671875,
225,reit,25,506,3,-0.029373784218954757,0.279052734375,
225,reit,25,506,-1,,,ValueError: all target probabilities must be positive
226,sp500,21,567,0,-0.010729148372853768,nan,
226,sp500,21,567,1,-0.010094240347726003,0.16767728974403806,
226,sp500,21,567,2,-0.009456176313127793,0.16162109375,
226,sp500,21,567,3,-0.008866816999162946,0.1478271484375,
226,sp500,21,567,4,-0.008507110325404577,0.1363525390625,
226,sp500,21,567,-1,,,ValueError: all target probabilities must be positive
227,sp500,17,494,0,-0.02077607013059343,nan,
227,sp500,17,494,1,-0.01925614421735491,0.237390128545307,
227,sp500,17,494,2,-0.017655473161969866,0.2559814453125,
227,sp500,17,494,3,-0.016686339599609374,0.2474365234375,
227,sp500,17,494,4,-0.016612679391043526,0.2227783203125,
227,sp500,17,494,5,-0.017153248526436942,0.1920166015625,
227,sp500,17,494,-1,,,ValueError: all target probabilities must be positive
228,sp500,15,336,0,-0.0168415590199822,nan,
228,sp500,15,336,1,-0.01736787974330357,0.1089939786801789,
228,sp500,15,336,2,-0.017987604343959265,0.1400146484375,
228,sp500,15,336,3,-0.018747615757533483,0.1826171875,
228,sp500,15,336,4,-0.01962153172956194,0.2215576171875,
228,sp500,15,336,5,-0.0206748442905971,0.2279052734375,
228,sp500,15,336,-1,,,ValueError: all target probabilities must be positive
229,reit,14,389,0,-0.023234082688101305,nan,
229,reit,14,389,1,-0.021638300569995432,0.38425805907097993,
229,reit,14,389,2,-0.020106405706640445,0.4320068359375,
229,reit,14,389,3,-0.018871110750964957,0.333251953125,
229,reit,14,389,4,-0.018530617081324707,0.183349609375,
229,reit,14,389,-1,,,ValueError: all target probabilities must be positive
230,sp500,16,387,0,-0.03340254197732089,nan,
230,sp500,16,387,1,-0.0322535364554269,0.3247741193564957,
230,sp500,16,387,2,-0.03125830419049944,0.29736328125,
230,sp500,16,387,3,-0.03172503981236049,0.2655029296875,
230,sp500,16,387,-1,,,ValueError: all target probabilities must be positive
231,sp500,13,261,0,-0.01843104513744264,nan,
231,sp500,13,261,1,-0.018176672764369423,0.22620180133612308,
231,sp500,13,261,2,-0.018469891636439733,0.1986083984375,
231,sp500,13,261,3,-0.018851718157087055,0.1571044921875,
231,sp500,13,261,4,-0.019179385907854358,0.1380615234375,
231,sp500,13,261,-1,,,ValueError: all target probabilities must be positive
232,sp500,17,378,0,-0.012955984459201455,nan,
232,sp500,17,378,1,-0.01281480633544922,0.18456785544084395,
232,sp500,17,378,2,-0.01292711567905971,0.1923828125,
232,sp500,17,378,3,-0.013354954720633371,0.20361328125,
232,sp500,17,378,4,-0.013938763471330913,0.2025146484375,
232,sp500,17,378,-1,,,ValueError: all target probabilities must be positive
233,sp500,28,365,0,-0.01263291138268396,nan,
233,sp500,28,365,1,-0.012636837646484376,0.24995707284092178,
233,sp500,28,365,2,-0.012541304783412388,0.2252197265625,
233,sp500,28,365,3,-0.012338416852678571,0.2010498046875,
233,sp500,28,365,4,-0.012347467006138394,0.1790771484375,
233,sp500,28,365,-1,,,ValueError: all target probabilities must be positive
234,sp500,17,467,0,-0.01602040655827802,nan,
234,sp500,17,467,1,-0.015085161865234373,0.2534927556709335,
234,sp500,17,467,2,-0.015182156624930245,0.282958984375,
234,sp500,17,467,3,-0.017990759120396205,0.324462890625,
234,sp500,17,467,4,-0.021186951747349327,0.29541015625,
234,sp500,17,467,-1,,,ValueError: all target probabilities must be positive
235,reit,12,459,0,-0.025651174404830723,nan,
235,reit,12,459,1,-0.02660957512989586,0.3032910580887135,
235,reit,12,459,2,-0.028031242150622526,0.360107421875,
235,reit,12,459,3,-0.028949928185166094,0.3092041015625,
235,reit,12,459,4,-0.029393269164263873,0.293212890625,
235,reit,12,459,-1,,,ValueError: all target probabilities must be positive
236,reit,22,574,0,-0.030336771111411788,nan,
236,reit,22,574,1,-0.027263940735808342,0.6727316648339159,
236,reit,22,574,2,-0.027917061623089733,0.2650146484375,
236,reit,22,574,-1,,,ValueError: all target probabilities must be positive
237,sp500,24,712,0,-0.02314564207866989,nan,
237,sp500,24,712,1,-0.022308096165248325,0.2375306465887663,
237,sp500,24,712,2,-0.022337550092424666,0.2373046875,
237,sp500,24,712,3,-0.02284269078717913,0.23291015625,
237,sp500,24,712,-1,,,ValueError: all target probabilities must be positive
238,sp500,31,602,0,-0.03091429017284007,nan,
238,sp500,31,602,1,-0.02998884639195034,0.29049786736763455,
238,sp500,31,602,2,-0.02946625416782924,0.245849609375,
238,sp500,31,602,3,-0.02893221575055804,0.2117919921875,
238,sp500,31,602,-1,,,ValueError: all target probabilities must be positive
239,sp500,18,713,0,-0.025261289446948006,nan,
239,sp500,18,713,1,-0.024776422450474327,0.24249611404641214,
239,sp500,18,713,2,-0.024635794860839843,0.1971435546875,
239,sp500,18,713,3,-0.02484517428152902,0.1495361328125,
239,sp500,18,713,4,-0.025442132219587053,0.116455078125,
239,sp500,18,713,5,-0.026435107831682483,0.1016845703125,
239,sp500,18,713,-1,,,ValueError: all target probabilities must be positive
240,reit,18,715,0,-0.027138249996402592,nan,
240,reit,18,715,1,-0.027312152183214526,0.38439927360699944,
240,reit,18,715,2,-0.028216937287087723,0.5283203125,
240,reit,18,715,-1,,,ValueError: all target probabilities must be positive
241,sp500,33,359,0,-0.01676956062626068,nan,
241,sp500,33,359,1,-0.016260521589006698,0.32612262976636114,
241,sp500,33,359,2,-0.017142622358049666,0.3304443359375,
241,sp500,33,359,3,-0.01808341468157087,0.2979736328125,
241,sp500,33,359,-1,,,ValueError: all target probabilities must be positive
242,sp500,12,558,0,-0.01181253478995741,nan,
242,sp500,12,558,1,-0.011748621128627233,0.22259338350850025,
242,sp500,12,558,2,-0.012143322971888951,0.2275390625,
242,sp500,12,558,3,-0.012739370387486048,0.2078857421875,
242,sp500,12,558,4,-0.013495397330147879,0.1802978515625,
242,sp500,12,558,-1,,,ValueError: all target probabilities must be positive
243,reit,19,541,0,-0.019831314855905398,nan,
243,reit,19,541,1,-0.017110465652606523,0.7733262940244372,
243,reit,19,541,2,-0.015717531547265576,0.336669921875,
243,reit,19,541,-1,,,ValueError: all target probabilities must be positive
244,sp500,12,382,0,-0.08971313052147796,nan,
244,sp500,12,382,1,-0.09163667326137,0.13276969716197917,
244,sp500,12,382,2,-0.09397776646205358,0.15185546875,
244,sp500,12,382,3,-0.09651245320347379,0.1561279296875,
244,sp500,12,382,4,-0.09925315964181082,0.1639404296875,
244,sp500,12,382,5,-0.10194622747802735,0.1563720703125,
244,sp500,12,382,-1,,,ValueError: all target probabilities must be positive
245,sp500,21,707,0,-0.018501689948973967,nan,
245,sp500,21,707,1,-0.017880198617117742,0.23397461635560046,
245,sp500,21,707,2,-0.017485371555873326,0.18603515625,
245,sp500,21,707,3,-0.017504197910853798,0.159423828125,
245,sp500,21,707,-1,,,ValueError: all target probabilities must be positive
246,reit,21,403,0,-0.010442806396216845,nan,
246,reit,21,403,1,-0.010179959693158824,0.19542711217036568,
246,reit,21,403,2,-0.010261606794252639,0.1973876953125,
246,reit,21,403,3,-0.01034997666860071,0.1817626953125,
246,reit,21,403,4,-0.010624352945938382,0.150390625,
246,reit,21,403,5,-0.010989683340791959,0.13134765625,
246,reit,21,403,-1,,,ValueError: all target probabilities must be positive
247,reit,22,394,0,-0.02554011716813956,nan,
247,reit,22,394,1,-0.02373349479853482,0.4455166903983059,
247,reit,22,394,2,-0.022932187704607986,0.425048828125,
247,reit,22,394,3,-0.023175110973568735,0.3939208984375,
247,reit,22,394,-1,,,ValueError: all target probabilities must be positive
248,sp500,31,453,0,-0.008687510064868157,nan,
248,sp500,31,453,1,-0.008528880798339843,0.21236482755273792,
248,sp500,31,453,2,-0.008439196053641183,0.219970703125,
248,sp500,31,453,3,-0.008479285452706474,0.2078857421875,
248,sp500,31,453,4,-0.008970694536481584,0.180908203125,
248,sp500,31,453,5,-0.00985629173932757,0.1578369140625,
248,sp500,31,453,-1,,,ValueError: all target probabilities must be positive
249,sp500,27,585,0,-0.00944702966477709,nan,
249,sp500,27,585,1,-0.00881301588657924,0.24689896379640341,
249,sp500,27,585,2,-0.008649044381277901,0.2398681640625,
249,sp500,27,585,3,-0.008894108921595983,0.215087890625,
249,sp500,27,585,4,-0.009110679495675223,0.1793212890625,
249,sp500,27,585,-1,,,ValueError: all target probabilities must be positive
250,reit,23,666,0,-0.013473385774970916,nan,
250,reit,23,666,1,-0.012615971963222585,0.5122887239952458,
250,reit,23,666,2,-0.013342827505897306,0.4610595703125,
250,reit,23,666,3,-0.014822863297909564,0.283935546875,
250,reit,23,666,-1,,,ValueError: all target probabilities must be positive
251,reit,17,365,0,-0.013031995704660187,nan,
251,reit,17,365,1,-0.012959052806737304,0.3663381841484813,
251,reit,17,365,2,-0.013430756735045842,0.326416015625,
251,reit,17,365,3,-0.015089743684121274,0.2197265625,
251,reit,17,365,4,-0.016608809197465397,0.1680908203125,
251,reit,17,365,-1,,,ValueError: all target probabilities must be positive
252,sp500,35,735,0,-0.020069678615185695,nan,
252,sp500,35,735,1,-0.019352182015555247,0.3698773771372498,
252,sp500,35,735,2,-0.019522877633231024,0.359375,
252,sp500,35,735,3,-0.02012899304199219,0.308349609375,
252,sp500,35,735,-1,,,ValueError: all target probabilities must be positive
253,reit,15,633,0,-0.020084614206588886,nan,
253,reit,15,633,1,-0.0175169400239761,0.6488752511823717,
253,reit,15,633,2,-0.01668315083752067,0.4678955078125,
253,reit,15,633,-1,,,ValueError: all target probabilities must be positive
254,sp500,12,327,0,-0.014786086451707947,nan,
254,sp500,12,327,1,-0.016049457894461498,0.15081742012440022,
254,sp500,12,327,2,-0.01776598602294922,0.1826171875,
254,sp500,12,327,3,-0.020076167471749444,0.2176513671875,
254,sp500,12,327,-1,,,ValueError: all target probabilities must be positive
255,reit,17,518,0,-0.021308037443155698,nan,
255,reit,17,518,1,-0.01786848810648,0.50475562996836,
255,reit,17,518,2,-0.015933987824481622,0.49609375,
255,reit,17,518,3,-0.015637147329504126,0.302490234375,
