trial,universe,n_assets,T_in,T_out,start_idx,seriation,F,base_es95,repair_es95,gain,note
184,sp500,26,573,125,1186,fiedler,1,-0.01832701456845382,-0.016465753121512276,0.0018612614469415457,
184,sp500,26,573,125,1186,fiedler,2,-0.01832701456845382,-0.016779293021065848,0.0015477215473879737,
184,sp500,26,573,125,1186,classical,0,-0.018036216790494518,-0.016191173418317523,0.0018450433721769952,
184,sp500,26,573,125,1186,classical,1,-0.018036216790494518,-0.017595934718540738,0.0004402820719537799,
184,sp500,26,573,125,1186,classical,2,-0.018036216790494518,-0.01711472365025112,0.0009214931402433992,
185,reit,23,510,125,5404,fiedler,0,-0.03051963234303351,-0.029946314696829655,0.0005733176462038546,
185,reit,23,510,125,5404,fiedler,1,-0.03051963234303351,-0.03097903593788594,-0.0004594035948524318,
185,reit,23,510,125,5404,fiedler,2,-0.03051963234303351,-0.03189802172895031,-0.0013783893859167992,
185,reit,23,510,125,5404,classical,0,-0.02998508693238337,-0.029325264579996447,0.0006598223523869226,
185,reit,23,510,125,5404,classical,1,-0.02998508693238337,-0.030316203912677107,-0.0003311169802937379,
185,reit,23,510,125,5404,classical,2,-0.02998508693238337,-0.030530850054153087,-0.000545763121769717,
186,reit,16,515,125,2776,fiedler,0,-0.011882742493966812,-0.010490074370910915,0.0013926681230558968,
186,reit,16,515,125,2776,fiedler,1,-0.011882742493966812,-0.01171997021229173,0.0001627722816750811,
186,reit,16,515,125,2776,fiedler,2,-0.011882742493966812,-0.011347243267987391,0.000535499225979421,
186,reit,16,515,125,2776,classical,0,-0.011192760630448597,-0.010719913131705875,0.00047284749874272267,
186,reit,16,515,125,2776,classical,1,-0.011192760630448597,-0.01171717303118638,-0.0005244124007377834,
186,reit,16,515,125,2776,classical,2,-0.011192760630448597,-0.011542949496789561,-0.0003501888663409638,
187,sp500,30,731,125,493,fiedler,0,-0.022444883014610624,-0.021741321934291295,0.0007035610803193294,
187,sp500,30,731,125,493,fiedler,1,-0.022444883014610624,-0.022289033168247766,0.00015584984636285784,
187,sp500,30,731,125,493,fiedler,2,-0.022444883014610624,-0.022744447719029014,-0.00029956470441839037,
187,sp500,30,731,125,493,classical,0,-0.023060317410789084,-0.02260419061279297,0.0004561267979961148,
187,sp500,30,731,125,493,classical,1,-0.023060317410789084,-0.0230700553414481,-9.737930659017846e-06,
187,sp500,30,731,125,493,classical,2,-0.023060317410789084,-0.023250214050292973,-0.00018989663950388924,
188,reit,15,643,125,5446,fiedler,0,-0.024404266449403626,-0.022551141784911986,0.00185312466449164,
188,reit,15,643,125,5446,fiedler,1,-0.024404266449403626,-0.02412668690972934,0.0002775795396742879,
188,reit,15,643,125,5446,fiedler,2,-0.024404266449403626,-0.02338389806134685,0.0010203683880567749,
188,reit,15,643,125,5446,classical,0,-0.02425952156244886,-0.023359246372257753,0.0009002751901911084,
188,reit,15,643,125,5446,classical,1,-0.02425952156244886,-0.025490104358435548,-0.0012305827959866872,
188,reit,15,643,125,5446,classical,2,-0.02425952156244886,-0.02532877809755893,-0.0010692565351100684,
189,sp500,12,739,125,109,fiedler,0,-0.012224350447087654,-0.012393364310128349,-0.0001690138630406953,
189,sp500,12,739,125,109,fiedler,1,-0.012224350447087654,-0.012674110525948662,-0.00044976007886100844,
189,sp500,12,739,125,109,fiedler,2,-0.012224350447087654,-0.0126115177961077,-0.00038716734902004626,
189,sp500,12,739,125,109,classical,0,-0.012514733793631232,-0.012728725917271203,-0.00021399212363997118,
189,sp500,12,739,125,109,classical,1,-0.012514733793631232,-0.013020333007812501,-0.0005055992141812689,
189,sp500,12,739,125,109,classical,2,-0.012514733793631232,-0.01290078679547991,-0.00038605300184867825,
190,sp500,25,562,125,1562,fiedler,0,-0.02427430922785223,-0.02325862694440569,0.001015682283446541,
190,sp500,25,562,125,1562,fiedler,1,-0.02427430922785223,-0.023719708984375,0.0005546002434772303,
190,sp500,25,562,125,1562,fiedler,2,-0.02427430922785223,-0.023877063415527342,0.00039724581232488884,
190,sp500,25,562,125,1562,classical,0,-0.02440090545912165,-0.023884886073521204,0.0005160193856004469,
190,sp500,25,562,125,1562,classical,1,-0.02440090545912165,-0.024206660095214848,0.00019424536390680314,
190,sp500,25,562,125,1562,classical,2,-0.02440090545912165,-0.024318544747488836,8.236071163281525e-05,
191,reit,13,724,125,2387,fiedler,0,-0.019288336348667817,-0.021691696217120887,-0.0024033598684530706,
191,reit,13,724,125,2387,fiedler,1,-0.019288336348667817,-0.021786229910042847,-0.002497893561375031,
191,reit,13,724,125,2387,fiedler,2,-0.019288336348667817,-0.021794497835792504,-0.0025061614871246876,
191,reit,13,724,125,2387,classical,0,-0.020292381799823157,-0.023858162495414444,-0.003565780695591287,
191,reit,13,724,125,2387,classical,1,-0.020292381799823157,-0.02338704291906698,-0.0030946611192438217,
191,reit,13,724,125,2387,classical,2,-0.020292381799823157,-0.02296229928717684,-0.0026699174873536825,
192,reit,22,709,125,3251,fiedler,0,-0.0240842943970271,-0.02418612447151547,-0.00010183007448836753,
192,reit,22,709,125,3251,fiedler,1,-0.0240842943970271,-0.024430054740942,-0.00034576034391489707,
192,reit,22,709,125,3251,fiedler,2,-0.0240842943970271,-0.02399497568047738,8.931871654972029e-05,
192,reit,22,709,125,3251,classical,0,-0.024483260751397794,-0.024673054314848387,-0.00018979356345059234,
192,reit,22,709,125,3251,classical,1,-0.024483260751397794,-0.02474693418277193,-0.0002636734313741368,
192,reit,22,709,125,3251,classical,2,-0.024483260751397794,-0.024463623454244316,1.963729715347834e-05,
193,sp500,37,315,125,2055,fiedler,0,-0.011923317841330402,-0.011992740766252789,-6.942292492238648e-05,
193,sp500,37,315,125,2055,fiedler,1,-0.011923317841330402,-0.011800575587681364,0.00012274225364903787,
193,sp500,37,315,125,2055,fiedler,2,-0.011923317841330402,-0.011744412928989959,0.00017890491234044334,
193,sp500,37,315,125,2055,classical,0,-0.011683257425526505,-0.01218098681640625,-0.0004977293908797441,
193,sp500,37,315,125,2055,classical,1,-0.011683257425526505,-0.011873606759207591,-0.00019034933368108561,
193,sp500,37,315,125,2055,classical,2,-0.011683257425526505,-0.011821967311314173,-0.00013870988578766792,
194,sp500,19,741,125,716,fiedler,0,-0.08473396241378509,-0.08460292463902065,0.00013103777476443368,
194,sp500,19,741,125,716,fiedler,1,-0.08473396241378509,-0.0844658772757394,0.00026808513804568723,
194,sp500,19,741,125,716,fiedler,2,-0.08473396241378509,-0.0840257599661691,0.0007082024476159909,
194,sp500,19,741,125,716,classical,0,-0.08657978175725203,-0.08549267146519254,0.00108711029205949,
194,sp500,19,741,125,716,classical,1,-0.08657978175725203,-0.08546522301374163,0.0011145587435104076,
194,sp500,19,741,125,716,classical,2,-0.08657978175725203,-0.08417447784423829,0.0024053039130137455,
195,reit,24,424,125,3812,fiedler,0,-0.02344768027963498,-0.023302374933693644,0.00014530534594133643,
195,reit,24,424,125,3812,fiedler,1,-0.02344768027963498,-0.024472989349973683,-0.0010253090703387022,
195,reit,24,424,125,3812,fiedler,2,-0.02344768027963498,-0.023439755727659016,7.924551975964367e-06,
195,reit,24,424,125,3812,classical,0,-0.023577234926414562,-0.02296316521462923,0.0006140697117853304,
195,reit,24,424,125,3812,classical,1,-0.023577234926414562,-0.023802727693326593,-0.00022549276691203116,
195,reit,24,424,125,3812,classical,2,-0.023577234926414562,-0.02358180511846839,-4.570192053826583e-06,
196,sp500,17,552,125,433,fiedler,0,-0.027810878782117233,-0.026929422624860495,0.0008814561572567381,
196,sp500,17,552,125,433,fiedler,1,-0.027810878782117233,-0.027021065630231583,0.0007898131518856502,
196,sp500,17,552,125,433,fiedler,2,-0.027810878782117233,-0.027122561410086492,0.0006883173720307403,
196,sp500,17,552,125,433,classical,0,-0.027381429670455364,-0.02782472680664062,-0.00044329713618525626,
196,sp500,17,552,125,433,classical,1,-0.027381429670455364,-0.0278697352469308,-0.0004883055764754347,
196,sp500,17,552,125,433,classical,2,-0.027381429670455364,-0.027857393790108816,-0.00047596411965345267,
197,sp500,22,707,125,172,fiedler,0,-0.012119475102905928,-0.0119101312953404,0.00020934380756552733,
197,sp500,22,707,125,172,fiedler,1,-0.012119475102905928,-0.012519733991350446,-0.00040025888844451817,
197,sp500,22,707,125,172,fiedler,2,-0.012119475102905928,-0.012815358136858258,-0.0006958830339523301,
197,sp500,22,707,125,172,classical,0,-0.011941471509935648,-0.012567164132254465,-0.0006256926223188169,
197,sp500,22,707,125,172,classical,1,-0.011941471509935648,-0.013158176923479354,-0.0012167054135437064,
197,sp500,22,707,125,172,classical,2,-0.011941471509935648,-0.012849001717703683,-0.0009075302077680356,
198,sp500,17,718,125,1009,fiedler,0,-0.021454121080601286,-0.02024728577532087,0.0012068353052804154,
198,sp500,17,718,125,1009,fiedler,1,-0.021454121080601286,-0.020943736955915178,0.0005103841246861078,
198,sp500,17,718,125,1009,fiedler,2,-0.021454121080601286,-0.02062394798060826,0.0008301730999930243,
198,sp500,17,718,125,1009,classical,0,-0.02129100713065185,-0.01981108134242467,0.0014799257882271814,
198,sp500,17,718,125,1009,classical,1,-0.02129100713065185,-0.020536100280761718,0.0007549068498901336,
198,sp500,17,718,125,1009,classical,2,-0.02129100713065185,-0.020647067548479357,0.0006439395821724939,
199,reit,17,360,125,964,fiedler,0,-0.018902246463392586,-0.018008213436846415,0.0008940330265461705,
199,reit,17,360,125,964,fiedler,1,-0.018902246463392586,-0.018214079619471763,0.0006881668439208226,
199,reit,17,360,125,964,fiedler,2,-0.018902246463392586,-0.018227481491021377,0.0006747649723712092,
199,reit,17,360,125,964,classical,0,-0.018318850666620947,-0.017883082153231644,0.00043576851338930286,
199,reit,17,360,125,964,classical,1,-0.018318850666620947,-0.018157806530947156,0.00016104413567379072,
199,reit,17,360,125,964,classical,2,-0.018318850666620947,-0.018150936952255704,0.00016791371436524274,
200,reit,18,527,125,2254,fiedler,0,-0.02013584328077172,-0.016442497605977224,0.0036933456747944952,
200,reit,18,527,125,2254,fiedler,1,-0.02013584328077172,-0.01957483680718296,0.0005610064735887578,
200,reit,18,527,125,2254,fiedler,2,-0.02013584328077172,-0.019385671279425386,0.0007501720013463331,
200,reit,18,527,125,2254,classical,0,-0.01949622936511888,-0.016308570462063045,0.0031876589030558344,
200,reit,18,527,125,2254,classical,1,-0.01949622936511888,-0.019496970506829355,-7.411417104752349e-07,
200,reit,18,527,125,2254,classical,2,-0.01949622936511888,-0.019399924681135713,9.630468398316716e-05,
201,reit,18,553,125,3552,fiedler,0,-0.023018189429379953,-0.02355378096345443,-0.0005355915340744775,
201,reit,18,553,125,3552,fiedler,1,-0.023018189429379953,-0.024078025889595876,-0.0010598364602159224,
201,reit,18,553,125,3552,fiedler,2,-0.023018189429379953,-0.023909214648260617,-0.0008910252188806637,
201,reit,18,553,125,3552,classical,0,-0.022497468657793212,-0.023156614488504756,-0.0006591458307115446,
201,reit,18,553,125,3552,classical,1,-0.022497468657793212,-0.023729197127413466,-0.0012317284696202538,
201,reit,18,553,125,3552,classical,2,-0.022497468657793212,-0.023570700429500525,-0.0010732317717073135,
202,sp500,36,650,125,1415,fiedler,0,-0.03288226408477165,-0.031009179129464288,0.0018730849553073615,
202,sp500,36,650,125,1415,fiedler,1,-0.03288226408477165,-0.03163105155726842,0.0012512125275032301,
202,sp500,36,650,125,1415,fiedler,2,-0.03288226408477165,-0.031806204066685266,0.0010760600180863833,
202,sp500,36,650,125,1415,classical,0,-0.031256299917965885,-0.028880364685058592,0.0023759352329072933,
202,sp500,36,650,125,1415,classical,1,-0.031256299917965885,-0.029950149867466518,0.0013061500504993676,
202,sp500,36,650,125,1415,classical,2,-0.031256299917965885,-0.030240704746791296,0.0010155951711745895,
203,reit,14,497,125,4658,fiedler,0,-0.0943695305614335,-0.09372482790504828,0.000644702656385221,
203,reit,14,497,125,4658,fiedler,1,-0.0943695305614335,-0.09407184212900237,0.00029768843243113685,
203,reit,14,497,125,4658,fiedler,2,-0.0943695305614335,-0.09462180971793432,-0.00025227915650082033,
203,reit,14,497,125,4658,classical,0,-0.09536308775235981,-0.09512460148721812,0.00023848626514169635,
203,reit,14,497,125,4658,classical,1,-0.09536308775235981,-0.09497587281833443,0.00038721493402538165,
203,reit,14,497,125,4658,classical,2,-0.09536308775235981,-0.0947605100774236,0.0006025776749362111,
204,reit,22,372,125,2700,fiedler,0,-0.02944925134736443,-0.027565314579055984,0.0018839367683084474,
204,reit,22,372,125,2700,fiedler,1,-0.02944925134736443,-0.02844150924556304,0.0010077421018013927,
204,reit,22,372,125,2700,fiedler,2,-0.02944925134736443,-0.028376520620939174,0.0010727307264252577,
204,reit,22,372,125,2700,classical,0,-0.027022431086968158,-0.023825967975604777,0.0031964631113633804,
204,reit,22,372,125,2700,classical,1,-0.027022431086968158,-0.026221577532640827,0.0008008535543273312,
204,reit,22,372,125,2700,classical,2,-0.027022431086968158,-0.02618826841109238,0.0008341626758757784,
205,sp500,12,617,125,1693,fiedler,0,-0.015687757952034583,-0.01527369647216797,0.00041406147986661375,
205,sp500,12,617,125,1693,fiedler,1,-0.015687757952034583,-0.015629811418805803,5.794653322878027e-05,
205,sp500,12,617,125,1693,fiedler,2,-0.015687757952034583,-0.015506380519321985,0.00018137743271259832,
205,sp500,12,617,125,1693,classical,0,-0.01579691188112831,-0.015526556108747211,0.0002703557723810982,
205,sp500,12,617,125,1693,classical,1,-0.01579691188112831,-0.015987166006905692,-0.00019025412577738238,
205,sp500,12,617,125,1693,classical,2,-0.01579691188112831,-0.01604979563685826,-0.00025288375572994973,
206,reit,23,518,125,1696,fiedler,0,-0.11696284178225079,-0.09029208559326125,0.026670756188989536,
206,reit,23,518,125,1696,fiedler,1,-0.11696284178225079,-0.10004032328644293,0.016922518495807864,
206,reit,23,518,125,1696,fiedler,2,-0.11696284178225079,-0.10134489880864198,0.015617942973608814,
206,reit,23,518,125,1696,classical,0,-0.11574409739784129,-0.09054391310720354,0.02520018429063775,
206,reit,23,518,125,1696,classical,1,-0.11574409739784129,-0.09956595202830185,0.016178145369539446,
206,reit,23,518,125,1696,classical,2,-0.11574409739784129,-0.10192415263688885,0.01381994476095244,
207,sp500,29,337,125,2215,fiedler,0,-0.01605626500679106,-0.015603517124720983,0.0004527478820700783,
207,sp500,29,337,125,2215,fiedler,1,-0.01605626500679106,-0.015661508309500558,0.0003947566972905027,
207,sp500,29,337,125,2215,fiedler,2,-0.01605626500679106,-0.015732199271065846,0.00032406573572521524,
207,sp500,29,337,125,2215,classical,0,-0.015369218395772872,-0.015650302315848214,-0.000281083920075342,
207,sp500,29,337,125,2215,classical,1,-0.015369218395772872,-0.015599746625627789,-0.00023052822985491703,
207,sp500,29,337,125,2215,classical,2,-0.015369218395772872,-0.015592418021065845,-0.00022319962529297396,
208,sp500,40,457,125,1472,fiedler,0,-0.024222328303190824,-0.02364181790597098,0.0005805103972198432,
208,sp500,40,457,125,1472,fiedler,1,-0.024222328303190824,-0.023954973423549106,0.000267354879641718,
208,sp500,40,457,125,1472,fiedler,2,-0.024222328303190824,-0.02372914536830357,0.0004931829348872561,
208,sp500,40,457,125,1472,classical,0,-0.023153395306186264,-0.02229897272600447,0.0008544225801817955,
208,sp500,40,457,125,1472,classical,1,-0.023153395306186264,-0.023147440987723217,5.954318463046587e-06,
208,sp500,40,457,125,1472,classical,2,-0.023153395306186264,-0.02333168942696708,-0.00017829412078081489,
209,sp500,12,662,125,866,fiedler,0,-0.08481989509875774,-0.08203371164376395,0.0027861834549937903,
209,sp500,12,662,125,866,fiedler,1,-0.08481989509875774,-0.08315601219831195,0.0016638829004457928,
209,sp500,12,662,125,866,fiedler,2,-0.08481989509875774,-0.08555794484165737,-0.0007380497428996213,
209,sp500,12,662,125,866,classical,0,-0.08845876601673837,-0.08579606721714564,0.0026626987995927304,
209,sp500,12,662,125,866,classical,1,-0.08845876601673837,-0.08701440852573938,0.0014443574909989848,
209,sp500,12,662,125,866,classical,2,-0.08845876601673837,-0.08788016898890903,0.0005785970278293362,
210,reit,20,502,125,3334,fiedler,0,-0.022179096505989586,-0.020752925732984286,0.0014261707730052996,
210,reit,20,502,125,3334,fiedler,1,-0.022179096505989586,-0.02065468955756609,0.001524406948423495,
210,reit,20,502,125,3334,fiedler,2,-0.022179096505989586,-0.020737853483645815,0.001441243022343771,
210,reit,20,502,125,3334,classical,0,-0.0220312653531784,-0.020482637797804775,0.001548627555373626,
210,reit,20,502,125,3334,classical,1,-0.0220312653531784,-0.02047104977471779,0.0015602155784606095,
210,reit,20,502,125,3334,classical,2,-0.0220312653531784,-0.020474459371243734,0.001556805981934667,
211,sp500,24,447,125,69,fiedler,0,-0.019837352708972723,-0.019255815499441966,0.0005815372095307574,
211,sp500,24,447,125,69,fiedler,1,-0.019837352708972723,-0.02071528020368304,-0.000877927494710315,
211,sp500,24,447,125,69,fiedler,2,-0.019837352708972723,-0.021460892996651788,-0.0016235402876790643,
211,sp500,24,447,125,69,classical,0,-0.020322452600010178,-0.020214619027274,0.00010783357273617955,
211,sp500,24,447,125,69,classical,1,-0.020322452600010178,-0.02150502573939732,-0.0011825731393871435,
211,sp500,24,447,125,69,classical,2,-0.020322452600010178,-0.02103587234061105,-0.0007134197406008722,
212,reit,25,510,125,2655,fiedler,0,-0.01969918544005821,-0.018141874264621636,0.0015573111754365737,
212,reit,25,510,125,2655,fiedler,1,-0.01969918544005821,-0.018523342774059492,0.0011758426659987178,
212,reit,25,510,125,2655,fiedler,2,-0.01969918544005821,-0.01852427883526659,0.0011749066047916194,
212,reit,25,510,125,2655,classical,0,-0.019476713064570765,-0.018078681866429986,0.001398031198140779,
212,reit,25,510,125,2655,classical,1,-0.019476713064570765,-0.018619034997760946,0.0008576780668098187,
212,reit,25,510,125,2655,classical,2,-0.019476713064570765,-0.018714172495877875,0.0007625405686928904,
213,sp500,35,549,125,735,fiedler,0,-0.0201783751432748,-0.019014228210449218,0.001164146932825582,
213,sp500,35,549,125,735,fiedler,1,-0.0201783751432748,-0.01936089036342076,0.0008174847798540393,
213,sp500,35,549,125,735,fiedler,2,-0.0201783751432748,-0.019667981549944195,0.0005103935933306047,
213,sp500,35,549,125,735,classical,0,-0.0193650999287156,-0.018222185459681923,0.0011429144690336783,
213,sp500,35,549,125,735,classical,1,-0.0193650999287156,-0.018541184465680805,0.000823915463034796,
213,sp500,35,549,125,735,classical,2,-0.0193650999287156,-0.018876312543596542,0.0004887873851190591,
214,reit,19,292,125,1613,fiedler,0,-0.035082230837367404,-0.03603464028872639,-0.0009524094513589862,
214,reit,19,292,125,1613,fiedler,1,-0.035082230837367404,-0.03634676668491642,-0.0012645358475490143,
214,reit,19,292,125,1613,fiedler,2,-0.035082230837367404,-0.03636367054724632,-0.0012814397098789149,
214,reit,19,292,125,1613,classical,0,-0.03583394994016043,-0.036926360975376306,-0.0010924110352158733,
214,reit,19,292,125,1613,classical,1,-0.03583394994016043,-0.036923333686709095,-0.0010893837465486625,
214,reit,19,292,125,1613,classical,2,-0.03583394994016043,-0.036769407308993474,-0.0009354573688330411,
215,sp500,35,364,125,1861,fiedler,0,-0.017881255789749806,-0.016997815107073107,0.0008834406826766991,
215,sp500,35,364,125,1861,fiedler,1,-0.017881255789749806,-0.01737880591692243,0.0005024498728273749,
215,sp500,35,364,125,1861,fiedler,2,-0.017881255789749806,-0.017850001787458148,3.125400229165784e-05,
215,sp500,35,364,125,1861,classical,0,-0.017331964875046086,-0.016516051260811942,0.0008159136142341442,
215,sp500,35,364,125,1861,classical,1,-0.017331964875046086,-0.016941558541434153,0.0003904063336119326,
215,sp500,35,364,125,1861,classical,2,-0.017331964875046086,-0.01716146372767857,0.00017050114736751748,
216,sp500,16,732,125,1108,fiedler,0,-0.014941435169575934,-0.014176337341308591,0.0007650978282673429,
216,sp500,16,732,125,1108,fiedler,1,-0.014941435169575934,-0.014652663844517298,0.0002887713250586364,
216,sp500,16,732,125,1108,fiedler,2,-0.014941435169575934,-0.01490662740652902,3.480776304691513e-05,
216,sp500,16,732,125,1108,classical,0,-0.014562619662651766,-0.013851697841099329,0.000710921821552437,
216,sp500,16,732,125,1108,classical,1,-0.014562619662651766,-0.014436410182407924,0.0001262094802438416,
216,sp500,16,732,125,1108,classical,2,-0.014562619662651766,-0.014618753138950894,-5.613347629912849e-05,
217,reit,20,655,125,3585,fiedler,0,-0.023414809874451558,-0.021940518896276132,0.0014742909781754257,
217,reit,20,655,125,3585,fiedler,1,-0.023414809874451558,-0.02225384502420291,0.0011609648502486497,
217,reit,20,655,125,3585,fiedler,2,-0.023414809874451558,-0.022223837634883753,0.001190972239567805,
217,reit,20,655,125,3585,classical,0,-0.02325772003304072,-0.02184808622148939,0.00140963381155133,
217,reit,20,655,125,3585,classical,1,-0.02325772003304072,-0.02211653488987984,0.0011411851431608784,
217,reit,20,655,125,3585,classical,2,-0.02325772003304072,-0.022308335488727,0.0009493845443137201,
218,sp500,16,695,125,85,fiedler,0,-0.0103116570751597,-0.010056081211635046,0.00025557586352465377,
218,sp500,16,695,125,85,fiedler,1,-0.0103116570751597,-0.010250997497558593,6.0659577601106934e-05,
218,sp500,16,695,125,85,fiedler,2,-0.0103116570751597,-0.010392718139648437,-8.10610644887376e-05,
218,sp500,16,695,125,85,classical,0,-0.009683168276086476,-0.009735468096051896,-5.229981996542066e-05,
218,sp500,16,695,125,85,classical,1,-0.009683168276086476,-0.009918330200195313,-0.00023516192410883742,
218,sp500,16,695,125,85,classical,2,-0.009683168276086476,-0.00996987700544085,-0.0002867087293543739,
219,reit,14,661,125,2488,fiedler,0,-0.020645701096825998,-0.020007544810619775,0.0006381562862062228,
219,reit,14,661,125,2488,fiedler,1,-0.020645701096825998,-0.02114796642622985,-0.0005022653294038532,
219,reit,14,661,125,2488,fiedler,2,-0.020645701096825998,-0.021139005336792825,-0.0004933042399668276,
219,reit,14,661,125,2488,classical,0,-0.0198320625485848,-0.019587154398462557,0.00024490815012224304,
219,reit,14,661,125,2488,classical,1,-0.0198320625485848,-0.020214616623147153,-0.00038255407456235305,
219,reit,14,661,125,2488,classical,2,-0.0198320625485848,-0.020303030867772746,-0.0004709683191879456,
220,reit,24,382,125,2742,fiedler,0,-0.018991316284968977,-0.018248377295040395,0.0007429389899285821,
220,reit,24,382,125,2742,fiedler,1,-0.018991316284968977,-0.019556757324261265,-0.000565441039292288,
220,reit,24,382,125,2742,fiedler,2,-0.018991316284968977,-0.020054492785639425,-0.0010631765006704486,
220,reit,24,382,125,2742,classical,0,-0.01915477153970187,-0.019403588450970028,-0.0002488169112681571,
220,reit,24,382,125,2742,classical,1,-0.01915477153970187,-0.02045997162982855,-0.0013052000901266798,
220,reit,24,382,125,2742,classical,2,-0.01915477153970187,-0.020510266753816796,-0.0013554952141149254,
221,reit,13,510,125,1411,fiedler,0,-0.03252841893318139,-0.0319301921515084,0.0005982267816729905,
221,reit,13,510,125,1411,fiedler,1,-0.03252841893318139,-0.03181323121434123,0.0007151877188401601,
221,reit,13,510,125,1411,fiedler,2,-0.03252841893318139,-0.032178234808990826,0.000350184124190564,
221,reit,13,510,125,1411,classical,0,-0.03245066748248585,-0.03174922184519089,0.0007014456372949618,
221,reit,13,510,125,1411,classical,1,-0.03245066748248585,-0.03174771343362046,0.0007029540488653896,
221,reit,13,510,125,1411,classical,2,-0.03245066748248585,-0.031801751608864566,0.0006489158736212863,
222,reit,20,512,125,1305,fiedler,0,-0.025815353549918384,-0.024941485085893157,0.0008738684640252278,
222,reit,20,512,125,1305,fiedler,1,-0.025815353549918384,-0.024871459680642773,0.000943893869275611,
222,reit,20,512,125,1305,fiedler,2,-0.025815353549918384,-0.02494824539278453,0.0008671081571338529,
222,reit,20,512,125,1305,classical,0,-0.025699169701077388,-0.02492393356851722,0.0007752361325601663,
222,reit,20,512,125,1305,classical,1,-0.025699169701077388,-0.024843553849245515,0.0008556158518318729,
222,reit,20,512,125,1305,classical,2,-0.025699169701077388,-0.02524934196076544,0.00044982774031194703,
223,sp500,32,487,125,1433,fiedler,0,-0.01673908419487925,-0.016299318464006694,0.00043976573087255513,
223,sp500,32,487,125,1433,fiedler,1,-0.01673908419487925,-0.016764158534458708,-2.5074339579458232e-05,
223,sp500,32,487,125,1433,fiedler,2,-0.01673908419487925,-0.016707222019740512,3.18621751387374e-05,
223,sp500,32,487,125,1433,classical,0,-0.01630270625829373,-0.017775349670410154,-0.0014726434121164235,
223,sp500,32,487,125,1433,classical,1,-0.01630270625829373,-0.01791453143310547,-0.0016118251748117388,
223,sp500,32,487,125,1433,classical,2,-0.01630270625829373,-0.017958848667689733,-0.0016561424093960025,
224,sp500,28,697,125,1224,fiedler,0,-0.01777654069889242,-0.01646444137137277,0.0013120993275196509,
224,sp500,28,697,125,1224,fiedler,1,-0.01777654069889242,-0.016771210126604354,0.0010053305722880664,
224,sp500,28,697,125,1224,fiedler,2,-0.01777654069889242,-0.017003813755580358,0.0007727269433120618,
224,sp500,28,697,125,1224,classical,0,-0.01695366698275752,-0.016398608834402903,0.0005550581483546174,
224,sp500,28,697,125,1224,classical,1,-0.01695366698275752,-0.016448010995047436,0.0005056559877100845,
224,sp500,28,697,125,1224,classical,2,-0.01695366698275752,-0.01670285923549107,0.00025080774726644883,
225,reit,21,352,125,2581,fiedler,0,-0.04702426851256501,-0.04652459832989152,0.0004996701826734951,
225,reit,21,352,125,2581,fiedler,1,-0.04702426851256501,-0.04909293595138612,-0.0020686674388211077,
225,reit,21,352,125,2581,fiedler,2,-0.04702426851256501,-0.04976238146192112,-0.0027381129493561085,
225,reit,21,352,125,2581,classical,0,-0.04826738926283077,-0.04872654644134609,-0.00045915717851531535,
225,reit,21,352,125,2581,classical,1,-0.04826738926283077,-0.050610520186116406,-0.0023431309232856343,
225,reit,21,352,125,2581,classical,2,-0.04826738926283077,-0.04887554364677444,-0.0006081543839436682,
226,sp500,26,500,125,696,fiedler,0,-0.023019522794669373,-0.02255680092947824,0.0004627218651911333,
226,sp500,26,500,125,696,fiedler,1,-0.023019522794669373,-0.022667320364815845,0.00035220242985352715,
226,sp500,26,500,125,696,fiedler,2,-0.023019522794669373,-0.022863643545968197,0.00015587924870117537,
226,sp500,26,500,125,696,classical,0,-0.0222255480089918,-0.02195717538016183,0.0002683726288299701,
226,sp500,26,500,125,696,classical,1,-0.0222255480089918,-0.02212244358607701,0.00010310442291479316,
226,sp500,26,500,125,696,classical,2,-0.0222255480089918,-0.022266256940569197,-4.0708931577395496e-05,
227,sp500,40,260,125,2191,fiedler,0,-0.016320210368321562,-0.016589157418387276,-0.000268947050065714,
227,sp500,40,260,125,2191,fiedler,1,-0.016320210368321562,-0.01706800861467634,-0.0007477982463547778,
227,sp500,40,260,125,2191,fiedler,2,-0.016320210368321562,-0.01721800333077567,-0.0008977929624541074,
227,sp500,40,260,125,2191,classical,0,-0.016637941111294356,-0.01697824551827567,-0.00034030440698131284,
227,sp500,40,260,125,2191,classical,1,-0.016637941111294356,-0.017527362095424107,-0.0008894209841297518,
227,sp500,40,260,125,2191,classical,2,-0.016637941111294356,-0.017482244184221542,-0.0008443030729271862,
228,reit,16,682,125,1095,fiedler,0,-0.025348360599926057,-0.024825201367153726,0.0005231592327723314,
228,reit,16,682,125,1095,fiedler,1,-0.025348360599926057,-0.0247240994240809,0.0006242611758451554,
228,reit,16,682,125,1095,fiedler,2,-0.025348360599926057,-0.02475899729087639,0.0005893633090496668,
228,reit,16,682,125,1095,classical,0,-0.024616612061256222,-0.023763964746435107,0.0008526473148211151,
228,reit,16,682,125,1095,classical,1,-0.024616612061256222,-0.024000775457668124,0.0006158366035880977,
228,reit,16,682,125,1095,classical,2,-0.024616612061256222,-0.02462253467014743,-5.922608891206771e-06,
229,reit,12,333,125,186,fiedler,0,-0.010004290126121071,-0.00967585757672714,0.0003284325493939314,
